[4/24/21 10:52AM]  [ Nandope ] Nandope used command ::object 41200 | Player rights = DEVELOPER	
[4/28/21 02:05PM]  [ Nandope ] Nandope used command ::tele 2018 5023 | Player rights = DEVELOPER	
[4/28/21 02:06PM]  [ Nandope ] Nandope used command ::tele 2003 5012 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2013 5010 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2029 5009 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2033 5026 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2031 5040 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2014 5041 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 1999 5040 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::pnpc 1 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::pnpc -1 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::addn 1 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2000 5022 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2001 5009 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::addn 1 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2017 5010 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2033 5011 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2032 5009 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::addn 1 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2031 5026 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::tele 2031 5040 | Player rights = DEVELOPER	
[4/28/21 02:07PM]  [ Nandope ] Nandope used command ::addn 1 | Player rights = DEVELOPER	
[4/28/21 02:11PM]  [ Nandope ] Nandope used command ::item 2402 | Player rights = DEVELOPER	
[4/28/21 02:11PM]  [ Nandope ] Nandope used command ::item 2404 | Player rights = DEVELOPER	
[4/28/21 02:11PM]  [ Nandope ] Nandope used command ::item 2405 | Player rights = DEVELOPER	
[4/28/21 02:11PM]  [ Nandope ] Nandope used command ::item 2398 | Player rights = DEVELOPER	
[4/28/21 02:11PM]  [ Nandope ] Nandope used command ::item 2397 | Player rights = DEVELOPER	
[4/28/21 02:11PM]  [ Nandope ] Nandope used command ::item 2407 | Player rights = DEVELOPER	
[4/28/21 02:11PM]  [ Nandope ] Nandope used command ::item 2408 | Player rights = DEVELOPER	
[4/28/21 02:11PM]  [ Nandope ] Nandope used command ::item 2409 | Player rights = DEVELOPER	
[8/18/22 09:41AM]  [ Josh ] Josh used command ::upgrade | Player rights = PLAYER	
[8/18/22 09:47AM]  [ Josh ] Josh used command ::home | Player rights = PLAYER	
[8/18/22 09:47AM]  [ Josh ] Josh used command ::commands | Player rights = PLAYER	
[8/18/22 09:47AM]  [ Josh ] Josh used command ::summer | Player rights = PLAYER	
[8/18/22 09:49AM]  [ Josh ] Josh used command ::ownerup | Player rights = PLAYER	
[8/18/22 09:49AM]  [ Josh ] Josh used command ::ownerup josh | Player rights = PLAYER	
[8/18/22 09:52AM]  [ Josh ] Josh used command ::giveitem 1 | Player rights = PLAYER	
[8/18/22 09:53AM]  [ Josh ] Josh used command ::giveitem 1 | Player rights = PLAYER	
[8/18/22 09:54AM]  [ Josh ] Josh used command ::giveitem josh 1 | Player rights = PLAYER	
[8/18/22 09:54AM]  [ Josh ] Josh used command ::giveitem josh 1 | Player rights = PLAYER	
[8/18/22 09:55AM]  [ Josh ] Josh used command ::giveitem 1 josh | Player rights = PLAYER	
[8/18/22 09:55AM]  [ Josh ] Josh used command ::giveitem josh 1 | Player rights = PLAYER	
[8/18/22 09:55AM]  [ Josh ] Josh used command ::giveitem josh 1 | Player rights = PLAYER	
[8/18/22 09:56AM]  [ Josh ] Josh used command ::giveitem 1 josh | Player rights = PLAYER	
[8/18/22 09:57AM]  [ Josh ] Josh used command ::giveitem 1 josh | Player rights = PLAYER	
[8/18/22 09:57AM]  [ Josh ] Josh used command ::giveitem 1 1 | Player rights = PLAYER	
[8/18/22 09:58AM]  [ Josh ] Josh used command ::giveitem 1 1  | Player rights = PLAYER	
[8/18/22 09:59AM]  [ Josh ] Josh used command ::giveitem 1 1 josh | Player rights = PLAYER	
[8/18/22 09:59AM]  [ Josh ] Josh used command ::giveitem 102 1 josh | Player rights = PLAYER	
[8/18/22 10:09AM]  [ Josh ] Josh used command ::giveitem 16292 1 josh | Player rights = PLAYER	
[8/18/22 10:13AM]  [ Josh ] Josh used command ::npc 1 Josh | Player rights = PLAYER	
[8/18/22 10:13AM]  [ Josh ] Josh used command ::npc 1002 josh | Player rights = PLAYER	
[8/18/22 10:14AM]  [ Josh ] Josh used command ::invstuff | Player rights = PLAYER	
[8/18/22 10:15AM]  [ Josh ] Josh used command ::worldnpcs | Player rights = PLAYER	
[8/18/22 10:16AM]  [ Josh ] Josh used command ::pos | Player rights = PLAYER	
[8/18/22 10:19AM]  [ Josh ] Josh used command ::npcs | Player rights = PLAYER	
[8/18/22 10:19AM]  [ Josh ] Josh used command ::worldnpcs | Player rights = PLAYER	
[8/18/22 10:20AM]  [ Josh ] Josh used command ::worldnpcs | Player rights = PLAYER	
[8/18/22 10:21AM]  [ Josh ] Josh used command ::worldnpcs | Player rights = PLAYER	
[8/18/22 10:21AM]  [ Josh ] Josh used command ::tele 2874 0 5210 | Player rights = PLAYER	
[8/18/22 10:21AM]  [ Josh ] Josh used command ::tele 2867 5210 0 | Player rights = PLAYER	
[8/18/22 10:25AM]  [ Test2 ] Test2 used command ::upgrade | Player rights = DEVELOPER	
[8/18/22 10:25AM]  [ Test2 ] Test2 used command ::pap | Player rights = DEVELOPER	
[8/18/22 10:26AM]  [ Test2 ] Test2 used command ::upgrade | Player rights = DEVELOPER	
[8/18/22 10:26AM]  [ Test2 ] Test2 used command ::forge | Player rights = DEVELOPER	
[8/18/22 10:32AM]  [ Test2 ] Test2 used command ::npc 2354 | Player rights = DEVELOPER	
[8/18/22 10:33AM]  [ Test2 ] Test2 used command ::npc 494 | Player rights = DEVELOPER	
[8/18/22 10:34AM]  [ Test2 ] Test2 used command ::rnpc | Player rights = DEVELOPER	
[8/18/22 10:34AM]  [ Test2 ] Test2 used command ::rnpcs | Player rights = DEVELOPER	
[8/18/22 10:34AM]  [ Test2 ] Test2 used command ::spawnglobal | Player rights = DEVELOPER	
[8/18/22 10:34AM]  [ Test2 ] Test2 used command ::global | Player rights = DEVELOPER	
[8/18/22 10:35AM]  [ Test2 ] Test2 used command ::home | Player rights = DEVELOPER	
[8/18/22 10:36AM]  [ Test2 ] Test2 used command ::giveitem 15288 99 josh | Player rights = DEVELOPER	
[8/18/22 10:36AM]  [ Test2 ] Test2 used command ::giveitem 15288 99 test2 | Player rights = DEVELOPER	
[8/18/22 10:36AM]  [ Test2 ] Test2 used command ::bank | Player rights = DEVELOPER	
[8/18/22 10:36AM]  [ Test2 ] Test2 used command ::bank | Player rights = DEVELOPER	
[8/18/22 10:37AM]  [ Test2 ] Test2 used command ::bank | Player rights = DEVELOPER	
[8/18/22 10:37AM]  [ Test2 ] Test2 used command ::bank | Player rights = DEVELOPER	
[8/18/22 10:37AM]  [ Test2 ] Test2 used command ::giveitem 12855 100000 test2 | Player rights = DEVELOPER	
[8/18/22 10:37AM]  [ Test2 ] Test2 used command ::reloadnpc | Player rights = DEVELOPER	
[8/18/22 10:38AM]  [ Test2 ] Test2 used command ::npcreload | Player rights = DEVELOPER	
[8/18/22 10:38AM]  [ Test2 ] Test2 used command ::npc | Player rights = DEVELOPER	
[8/18/22 10:38AM]  [ Test2 ] Test2 used command ::npcs | Player rights = DEVELOPER	
[8/18/22 10:39AM]  [ Test2 ] Test2 used command ::vdaynpcs | Player rights = DEVELOPER	
[8/18/22 10:39AM]  [ Test2 ] Test2 used command ::np | Player rights = DEVELOPER	
[8/18/22 10:42AM]  [ Test2 ] Test2 used command ::home | Player rights = DEVELOPER	
[8/18/22 10:42AM]  [ Test2 ] Test2 used command ::coord | Player rights = DEVELOPER	
[8/18/22 10:43AM]  [ Test2 ] Test2 used command ::up | Player rights = DEVELOPER	
[8/18/22 10:43AM]  [ Test2 ] Test2 used command ::down | Player rights = DEVELOPER	
[8/18/22 10:43AM]  [ Test2 ] Test2 used command ::godhp | Player rights = DEVELOPER	
[8/18/22 10:43AM]  [ Test2 ] Test2 used command ::heal | Player rights = DEVELOPER	
[8/18/22 10:43AM]  [ Test2 ] Test2 used command ::npc 1 | Player rights = DEVELOPER	
[8/18/22 10:43AM]  [ Test2 ] Test2 used command ::coordinates | Player rights = DEVELOPER	
[8/18/22 10:44AM]  [ Test2 ] Test2 used command ::mypos | Player rights = DEVELOPER	
[8/18/22 10:48AM]  [ Test2 ] Test2 used command ::mypos | Player rights = DEVELOPER	
[8/18/22 10:50AM]  [ Test2 ] Test2 used command ::mypos | Player rights = DEVELOPER	
[8/18/22 10:50AM]  [ Test2 ] Test2 used command ::mypos | Player rights = DEVELOPER	
[8/18/22 10:50AM]  [ Test2 ] Test2 used command ::mypos | Player rights = DEVELOPER	
[8/18/22 10:51AM]  [ Test2 ] Test2 used command ::mypos | Player rights = DEVELOPER	
[8/18/22 10:52AM]  [ Test2 ] Test2 used command ::mypos | Player rights = DEVELOPER	
[8/18/22 10:53AM]  [ Test2 ] Test2 used command ::MYPOS | Player rights = DEVELOPER	
[8/18/22 10:53AM]  [ Test2 ] Test2 used command ::MYPOS | Player rights = DEVELOPER	
[8/18/22 10:53AM]  [ Test2 ] Test2 used command ::MYPOS | Player rights = DEVELOPER	
[8/18/22 01:28PM]  [ Test2 ] Test2 used command ::tele 2660 4017 0 | Player rights = DEVELOPER	
[8/18/22 01:33PM]  [ Test3 ] Test3 used command ::tele 2660 4017 | Player rights = PLAYER	
[8/18/22 01:38PM]  [ Test2 ] Test2 used command ::tele 2660 4017 0 | Player rights = DEVELOPER	
[8/18/22 02:10PM]  [ Test2 ] Test2 used command ::reg | Player rights = DEVELOPER	
[8/18/22 02:11PM]  [ Test2 ] Test2 used command ::reg | Player rights = DEVELOPER	
[8/18/22 02:12PM]  [ Test2 ] Test2 used command ::reg | Player rights = DEVELOPER	
[8/18/22 02:12PM]  [ Test2 ] Test2 used command ::reg | Player rights = DEVELOPER	
[8/18/22 02:14PM]  [ Test2 ] Test2 used command ::reg | Player rights = DEVELOPER	
[8/18/22 02:15PM]  [ Test2 ] Test2 used command ::reg | Player rights = DEVELOPER	
[8/18/22 02:29PM]  [ Test2 ] Test2 used command ::reg | Player rights = DEVELOPER	
[8/18/22 02:35PM]  [ Test2 ] Test2 used command ::onjs | Player rights = DEVELOPER	
[8/18/22 02:36PM]  [ Test2 ] Test2 used command ::objs | Player rights = DEVELOPER	
[8/18/22 02:36PM]  [ Test2 ] Test2 used command ::objs | Player rights = DEVELOPER	
[8/18/22 02:37PM]  [ Test2 ] Test2 used command ::objs | Player rights = DEVELOPER	
[8/18/22 06:22PM]  [ Test2 ] Test2 used command ::home | Player rights = DEVELOPER	
[8/18/22 06:44PM]  [ Test2 ] Test2 used command ::tele 2217 4944 0 | Player rights = DEVELOPER	
[8/18/22 06:44PM]  [ Test2 ] Test2 used command ::tele 2002 4758 0 | Player rights = DEVELOPER	
[8/18/22 06:46PM]  [ Test2 ] Test2 used command ::tele 2974 2506 0 | Player rights = DEVELOPER	
[8/18/22 06:46PM]  [ Test2 ] Test2 used command ::tele 2787 3099 0 | Player rights = DEVELOPER	
[8/18/22 06:47PM]  [ Test2 ] Test2 used command ::home | Player rights = DEVELOPER	
[8/18/22 06:47PM]  [ Test2 ] Test2 used command ::tele 2794 3094 0 | Player rights = DEVELOPER	
[8/18/22 06:48PM]  [ Test2 ] Test2 used command ::tele 2991 2515 0 | Player rights = DEVELOPER	
[8/18/22 06:49PM]  [ Test2 ] Test2 used command ::npcs | Player rights = DEVELOPER	
[8/18/22 06:49PM]  [ Test2 ] Test2 used command ::home | Player rights = DEVELOPER	
[8/18/22 06:50PM]  [ Test2 ] Test2 used command ::worldnpcs | Player rights = DEVELOPER	
[8/18/22 06:51PM]  [ Test2 ] Test2 used command ::worldnpcs | Player rights = DEVELOPER	
[8/18/22 06:51PM]  [ Test2 ] Test2 used command ::tele 2570 4299 0 | Player rights = DEVELOPER	
[8/18/22 06:55PM]  [ Test2 ] Test2 used command ::worldnpcs | Player rights = DEVELOPER	
[8/18/22 06:58PM]  [ Test2 ] Test2 used command ::home | Player rights = DEVELOPER	
[8/18/22 07:14PM]  [ Test2 ] Test2 used command ::home | Player rights = DEVELOPER	
[8/19/22 09:55AM]  [ Josh ] Josh used command ::home | Player rights = DEVELOPER	
[8/19/22 09:55AM]  [ Josh ] Josh used command ::bank | Player rights = DEVELOPER	
[8/19/22 09:56AM]  [ Josh ] Josh used command ::starter | Player rights = DEVELOPER	
[8/19/22 09:56AM]  [ Josh ] Josh used command ::home | Player rights = DEVELOPER	
[8/19/22 09:57AM]  [ Josh ] Josh used command ::giveitem 16450 1 josh | Player rights = DEVELOPER	
[8/19/22 09:57AM]  [ Josh ] Josh used command ::giveitem 16450 1 josh | Player rights = DEVELOPER	
[8/19/22 09:57AM]  [ Josh ] Josh used command ::starter | Player rights = DEVELOPER	
[8/19/22 09:58AM]  [ Josh ] Josh used command ::giveitem 19886 1 josh | Player rights = DEVELOPER	
[8/19/22 10:00AM]  [ Josh ] Josh used command ::bank | Player rights = DEVELOPER	
[8/19/22 10:01AM]  [ Josh ] Josh used command ::giveitem 22109 1 josh | Player rights = DEVELOPER	
[8/19/22 10:01AM]  [ Josh ] Josh used command ::giveitem 22111 1 josh | Player rights = DEVELOPER	
[8/19/22 10:02AM]  [ Josh ] Josh used command ::giveitem 7995 1 josh | Player rights = DEVELOPER	
[8/19/22 10:09AM]  [ Josh ] Josh used command ::home | Player rights = DEVELOPER	
[8/19/22 10:12AM]  [ Josh ] Josh used command ::giveitem 23114 1 josh | Player rights = DEVELOPER	
[8/19/22 10:13AM]  [ Josh ] Josh used command ::giveitem 23041 1 josh | Player rights = DEVELOPER	
[8/19/22 10:13AM]  [ Josh ] Josh used command ::giveitem 23042 1 josh | Player rights = DEVELOPER	
[8/19/22 10:13AM]  [ Josh ] Josh used command ::giveitem 23043 1 josh | Player rights = DEVELOPER	
[8/19/22 10:23AM]  [ Josh ] Josh used command ::junk | Player rights = DEVELOPER	
[8/19/22 10:23AM]  [ Josh ] Josh used command ::home | Player rights = DEVELOPER	
[8/19/22 10:25AM]  [ Josh ] Josh used command ::giveitem 23086 1 josh | Player rights = DEVELOPER	
[8/19/22 10:25AM]  [ Josh ] Josh used command ::giveitem 23086 1 josh | Player rights = DEVELOPER	
[8/19/22 11:43AM]  [ Josh ] Josh used command ::tele 2652 4021 0 | Player rights = DEVELOPER	
[8/19/22 11:52AM]  [ Josh ] Josh used command ::home | Player rights = DEVELOPER	
[8/19/22 11:52AM]  [ Josh ] Josh used command ::starter | Player rights = DEVELOPER	
[8/19/22 11:53AM]  [ Josh ] Josh used command ::home | Player rights = DEVELOPER	
[8/19/22 11:53AM]  [ Josh ] Josh used command ::tele 2794 3094 0 | Player rights = DEVELOPER	
[8/19/22 11:53AM]  [ Josh ] Josh used command ::enpc | Player rights = DEVELOPER	
[8/19/22 11:53AM]  [ Josh ] Josh used command ::enpx | Player rights = DEVELOPER	
[8/19/22 11:54AM]  [ Josh ] Josh used command ::tele 2602 2774 0 | Player rights = DEVELOPER	
[8/19/22 12:44PM]  [ Josh ] Josh used command ::home | Player rights = DEVELOPER	
[8/19/22 12:52PM]  [ Josh ] Josh used command ::starter | Player rights = DEVELOPER	
[8/19/22 01:32PM]  [ Josh ] Josh used command ::global | Player rights = DEVELOPER	
[8/19/22 01:53PM]  [ Josh ] Josh used command ::Spawnglobal | Player rights = DEVELOPER	
[8/19/22 01:54PM]  [ Josh ] Josh used command ::spawngl obal | Player rights = DEVELOPER	
[8/19/22 01:54PM]  [ Josh ] Josh used command ::spawnglobal | Player rights = DEVELOPER	
[8/19/22 01:54PM]  [ Josh ] Josh used command ::spawnglobal | Player rights = DEVELOPER	
[8/20/22 01:50AM]  [ Josh ] Josh used command ::home | Player rights = DEVELOPER	
[8/20/22 01:50AM]  [ Josh ] Josh used command ::starter | Player rights = DEVELOPER	
[8/20/22 01:51AM]  [ Josh ] Josh used command ::npc 9003 | Player rights = DEVELOPER	
[8/20/22 01:51AM]  [ Josh ] Josh used command ::npc 9002 | Player rights = DEVELOPER	
[8/20/22 01:51AM]  [ Josh ] Josh used command ::npc 9001 | Player rights = DEVELOPER	
[8/20/22 01:51AM]  [ Josh ] Josh used command ::npc 9000 | Player rights = DEVELOPER	
[8/20/22 01:52AM]  [ Josh ] Josh used command ::npc 10000 | Player rights = DEVELOPER	
[8/20/22 01:10PM]  [ Josh ] Josh used command ::dataq | Player rights = PLAYER	
[8/20/22 01:10PM]  [ Josh ] Josh used command ::data | Player rights = PLAYER	
[8/20/22 01:10PM]  [ Josh ] Josh used command ::mypos | Player rights = PLAYER	
[8/20/22 01:16PM]  [ Adam ] Adam used command ::find owner | Player rights = DEVELOPER	
[8/20/22 01:16PM]  [ Adam ] Adam used command ::item 7995 | Player rights = DEVELOPER	
[8/20/22 01:36PM]  [ Josh ] Josh used command ::data | Player rights = DEVELOPER	
[8/20/22 01:39PM]  [ Adam ] Adam used command ::find owner | Player rights = DEVELOPER	
[8/20/22 01:39PM]  [ Adam ] Adam used command ::22111 3 | Player rights = DEVELOPER	
[8/20/22 01:39PM]  [ Adam ] Adam used command ::item 22111 3 | Player rights = DEVELOPER	
[8/20/22 01:46PM]  [ Lithe ] Lithe used command ::tele 3200 3456 | Player rights = DEVELOPER	
[8/20/22 01:46PM]  [ Adam ] Adam used command ::tele 3200 3456 | Player rights = DEVELOPER	
[8/20/22 01:48PM]  [ Josh ] Josh used command ::tele 2432 2816 0 | Player rights = DEVELOPER	
[8/20/22 01:48PM]  [ Josh ] Josh used command ::home | Player rights = DEVELOPER	
[8/20/22 01:48PM]  [ Lithe ] Lithe used command ::teletome adam | Player rights = DEVELOPER	
[8/20/22 01:48PM]  [ Lithe ] Lithe used command ::teletome adam | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::kill adam | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::kill adam | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Adam ] Adam used command ::clicktele | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::noclip | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::tele 2079 4456 | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::tele 2078 4456 | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::tele 2077 4456 | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::tele 2078 4456 | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::tele 2074 4456 | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::tele 2077 4456 | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::tele 2075 4456 | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::tele 2073 4456 | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::clicktele | Player rights = DEVELOPER	
[8/20/22 01:49PM]  [ Lithe ] Lithe used command ::tele 2076 4457 | Player rights = DEVELOPER	
[8/20/22 01:50PM]  [ Adam ] Adam used command ::clicktele | Player rights = DEVELOPER	
[8/20/22 01:50PM]  [ Adam ] Adam used command ::hide | Player rights = DEVELOPER	
[8/20/22 01:50PM]  [ Adam ] Adam used command ::invis | Player rights = DEVELOPER	
[8/20/22 01:50PM]  [ Adam ] Adam used command ::kill lithe | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2073 4456 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2068 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2071 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::clicktele | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2074 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2074 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2076 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2073 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2075 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2072 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2075 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2071 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2075 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2072 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2075 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2072 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2075 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2070 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2065 4454 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2076 4454 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2084 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2076 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2069 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2070 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Lithe ] Lithe used command ::tele 2071 4457 | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Adam ] Adam used command ::wipeall adam | Player rights = DEVELOPER	
[8/20/22 02:00PM]  [ Adam ] Adam used command ::giveall 995 100000 | Player rights = DEVELOPER	
[8/20/22 02:01PM]  [ Lithe ] Lithe used command ::giveall 995 1000000 | Player rights = DEVELOPER	
[8/20/22 02:01PM]  [ Adam ] Adam used command ::thieving | Player rights = DEVELOPER	
[8/20/22 02:01PM]  [ Adam ] Adam used command ::right | Player rights = DEVELOPER	
[8/20/22 02:01PM]  [ Adam ] Adam used command ::rights | Player rights = DEVELOPER	
[8/20/22 02:01PM]  [ Adam ] Adam used command ::rights 10 | Player rights = DEVELOPER	
[8/20/22 02:01PM]  [ Adam ] Adam used command ::rights adam | Player rights = DEVELOPER	
[8/20/22 02:02PM]  [ Adam ] Adam used command ::pnpc 1 | Player rights = DEVELOPER	
[8/20/22 02:02PM]  [ Adam ] Adam used command ::bcr | Player rights = DEVELOPER	
[8/20/22 02:02PM]  [ Adam ] Adam used command ::hp | Player rights = DEVELOPER	
[8/20/22 02:02PM]  [ Adam ] Adam used command ::jp | Player rights = DEVELOPER	
[8/20/22 02:02PM]  [ Adam ] Adam used command ::hp | Player rights = DEVELOPER	
[8/20/22 02:02PM]  [ Adam ] Adam used command ::hp | Player rights = DEVELOPER	
[8/20/22 02:03PM]  [ Adam ] Adam used command ::buff | Player rights = DEVELOPER	
[8/20/22 02:03PM]  [ Adam ] Adam used command ::buff adam | Player rights = DEVELOPER	
[8/20/22 02:03PM]  [ Adam ] Adam used command ::add 1 | Player rights = DEVELOPER	
[8/20/22 02:04PM]  [ Adam ] Adam used command ::itemall 995 | Player rights = DEVELOPER	
[8/20/22 02:04PM]  [ Adam ] Adam used command ::itemall | Player rights = DEVELOPER	
[8/20/22 02:04PM]  [ Adam ] Adam used command ::itemall 995 1 | Player rights = DEVELOPER	
[8/20/22 02:05PM]  [ Adam ] Adam used command ::::unpnpc | Player rights = DEVELOPER	
[8/20/22 02:05PM]  [ Adam ] Adam used command ::::unnpc | Player rights = DEVELOPER	
[8/20/22 02:05PM]  [ Adam ] Adam used command ::::upnpc | Player rights = DEVELOPER	
[8/20/22 02:06PM]  [ Lithe ] Lithe used command ::data | Player rights = DEVELOPER	
[8/20/22 02:06PM]  [ Adam ] Adam used command ::giveadmin alt | Player rights = DEVELOPER	
[8/20/22 02:06PM]  [ Adam ] Adam used command ::givehelper alt | Player rights = DEVELOPER	
[8/20/22 02:06PM]  [ Adam ] Adam used command ::demote alt | Player rights = DEVELOPER	
[8/20/22 02:06PM]  [ Adam ] Adam used command ::givemod alt | Player rights = DEVELOPER	
[8/20/22 02:07PM]  [ Lithe ] Lithe used command ::mypos | Player rights = DEVELOPER	
[8/20/22 02:07PM]  [ Adam ] Adam used command ::allcc | Player rights = DEVELOPER	
[8/20/22 02:07PM]  [ Adam ] Adam used command ::help | Player rights = DEVELOPER	
[8/20/22 02:08PM]  [ Josh ] Josh used command ::tele 2688 5696 | Player rights = DEVELOPER	
[8/20/22 02:08PM]  [ Help ] Help used command ::home | Player rights = PLAYER	
[8/20/22 02:08PM]  [ Josh ] Josh used command ::data | Player rights = DEVELOPER	
[8/20/22 02:08PM]  [ Adam ] Adam used command ::allcc | Player rights = DEVELOPER	
[8/20/22 02:08PM]  [ Lithe ] Lithe used command ::teleto josh | Player rights = DEVELOPER	
[8/20/22 02:09PM]  [ Adam ] Adam used command ::ds | Player rights = DEVELOPER	
[8/20/22 02:09PM]  [ Adam ] Adam used command ::dron | Player rights = DEVELOPER	
[8/20/22 02:09PM]  [ Adam ] Adam used command ::droff | Player rights = DEVELOPER	
[8/20/22 02:09PM]  [ Adam ] Adam used command ::dron | Player rights = DEVELOPER	
[8/20/22 02:09PM]  [ Adam ] Adam used command ::dr off | Player rights = DEVELOPER	
[8/20/22 02:09PM]  [ Adam ] Adam used command ::slayon | Player rights = DEVELOPER	
[8/20/22 02:09PM]  [ Adam ] Adam used command ::expon | Player rights = DEVELOPER	
[8/20/22 02:09PM]  [ Adam ] Adam used command ::startevent | Player rights = DEVELOPER	
